nombre,apellido,ciudad,becado,tipo_universidad,categoria_gasto,gasto_categoria
Paulina Isabel,Vargas, Balao,0,Pública,Alimentación,70.87
Luz Garzón,Martínez,DAMAGED,0,Pública,Alimentación,132.54
,,,∞∞∞,,,
Thiago Ezequiel Dominguez,Rojas, Camilo Ponce Enríquez,1,Privada,Transporte,
,,,,BROKEN,,
∞∞∞,,,,,,
Camila,Alcala,Babahoyo,0,BROKEN,Alimentación,152.92
Santino Rivero,Rodriguez, Tabacundo,0,Pública,,20.21
Oswaldo,Vargas, Nueva Loja,1,Privada,Educación,39.16
Yadira Gladis,Giraldo, Mocache,0,Pública,Vivienda,36.53
Miguel Restrepo,Salgado, Rocafuerte,<NULL>,Pública,Transporte,72.5
,,,,,,
Rafael Barragán,Mesa,###,0,Pública,Educación,39.11
Sr(a). Santino,Ramirez,San Lorenzo,1,Privada,Alimentación,0.0
Gilberto Bernabé,Acosta, Samborondón,0,Pública,Ocio y personales,30.04
Dr. Yolanda,DAMAGED, Tulcán,0,∞∞∞,Transporte,50.23
Dr(a). Francisco,Arias,Cayambe,0,Pública,###CORRUPT###,53.01
María Manuela Real,Rebollo, Montalvo,0,Pública,Alimentación,60.44
Sr(a). Marcela,Guillen, Pedro Carbo,1,Privada,Vivienda,271.76
Mayte Abelardo,Carrasco, Archidona,0,Pública,Alimentación,88.8
Juan Martin Benjamin Martinez,Peralta,INVALID,0,Pública,BROKEN,16.59
Paola Dina,Pérez,Saquisilí,0,Pública,Otros,0.0
Mitzy Conchita Huerta,Gollum,Machachi,0,Pública,Educación,8.44
Nicolas Octavio,Alvarez,Loja,0,Pública,Educación,15.88
Bernardino Arellano,Muro,Quinsaloma,@@@,Pública,Ocio y personales,42.03
Dr. Carolina,Cano, Shushufindi,0,Pública,,12.05
Susana Zavala,Amaya, Pimampiro,∞∞∞,Privada,Transporte,100.01
Beatriz Johana Cano,Jiménez, San Gabriel,0,Pública,BROKEN,31.25
Marisol Pardo,Díaz, El Carmen,0,∞∞∞,Ocio y personales,31.76
Rodolfo Rosado de la,###CORRUPT###, Valencia,1,Privada,Otros,ERR
Liliana Lilia Anguiano,Ramón,Simón Bolívar,0,Pública,Ocio y personales,9.85
Luz Cortés,Duarte, Junín,NO,Pública,###CORRUPT###,79.85
[BAD],Arteaga,El Ángel,0,Pública,Ocio y personales,24.76
Fabricio Arregui,Bonet,Cayambe,0,Pública,Vivienda,145.24
Eugenia,Rodríguez, Vinces,0,Pública,Educación,11.34
Natalia,Galindo, Catamayo,0,Pública,Transporte,68.85
,,,,,ERR!!,
Graciela Arboleda,Agudelo, Echeandía,0,Pública,Alimentación,53.65
Lic. Jesús,Montaño,Saraguro,0,Pública,Otros,42.41
Ing. Caridad,Galindo,Saquisilí,0,Privada,Educación,36.27
Óscar José María,Noriega,El Ángel,NO,Pública,Vivienda,69.09
Lic. Camilo,Valencia,Salitre,0,Pública,Transporte,120.75
,,,,,,0.0
<NULL>,Pérez,Puebloviejo,VAL4178,Pública,Ocio y personales,
Stiven Hugo,Fuentes, Pedernales,0,BROKEN,Alimentación,31.78
Mateo Molina,Dominguez,@@@,0,Pública,Ninguno,54.04
Zoe Jazmin,ERR!!, Durán,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Ocio y personales,23.16
,,,,,,
Jose Ramón Bonet,ERR!!,Zaruma,0,Pública,Otros,37.53
Paloma Bautista Benjamin Acuña,Gonzalez, Santa Isabel,0,,Educación,37.97
Visitación de,Pomares,[BAD],0,Pública,Educación,7.82
Amador,Lluch,Otavalo,0,Pública,Alimentación,56.72
Amelia Boix,Roldan,Simón Bolívar,0,Pública,Transporte,$$$
Olivia Bautista,Nuñez, Pedernales,DAMAGED,Pública,∞∞∞,13.26
Juan Manuel Maite,Acuña, El Pangui,0,Pública,Transporte,130.78
Thiago Gabriel,[BAD], Sucre,,Pública,Otros,
Luz,###CORRUPT###, Calceta,0,Pública,Ocio y personales,19.75
INVALID,Pereyra,Tena,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Otros,20.38
Marly Tatiana,Duque,Salitre,0,Pública,$$$,
Ramiro Aldo,Mateo, Archidona,1,Privada,∞∞∞,138.84
Arcelia Domingo,Abellán, Guayaquil,0,Privada,Otros,124.26
Andrés Vergara,Valencia, Chordeleg,0,Pública,Alimentación,96.68
Mateo Agustin Fernandez,Soria,Baba,0,Pública,Vivienda,88.16
Santiago Benjamin Josefina Castillo,Ponce, Durán,,@@@,[BAD],17.86
Stella Martha Rodríguez,García, Portovelo,0,Pública,Ninguno,83.05
Julieta Lola,Luna, Balao,INVALID,Pública,DAMAGED,75.0
Benjamin,Garcia, Pelileo,0,Pública,Ocio y personales,53.71
Luis Espitia,Narváez,Otavalo,0,Privada,Educación,47.8
Pilar Alma,Correa, San Gabriel,0,,Ocio y personales,INVALID
James David González,Arévalo, Alausí,0,Pública,Alimentación,73.26
Emma Pineda,Armas, Cañar,0,Pública,Alimentación,63.77
Alta Gracia Negrón,Caraballo,Babahoyo,∞∞∞,Pública,Alimentación,239.44
INVALID,Ortiz, Narcisa de Jesús,0,Pública,Transporte,65.95
Pía Ligia Valdés,Morán, Colimes,[BAD],Pública,Vivienda,62.23
Victoria Benjamin Benitez,Perez, Gualaceo,0,Pública,Transporte,121.82
BROKEN,Pabón,La Concordia,0,Pública,Transporte,100.44
Luis,García, Daule,0,Pública,Alimentación,93.6
,Melgar, Chambo,[BAD],Pública,Transporte,28.57
Rolando Gómez,Sánchez, Valdez,0,Pública,Otros,###CORRUPT###
Lorena,Fuentes,Salinas,0,Pública,Transporte,50.78
@@@,Zambrano,DAMAGED,0,Pública,Transporte,42.54
Mauricio Ronal Salazar,Espitia, Montalvo,0,Pública,Educación,21.9
Laura Esperanza,Vera,,0,Pública,Alimentación,99.31
Lucía Natalia Villegas,DAMAGED,$$$,0,Pública,Ocio y personales,23.63
Jos Nancy,Garrido, Paján,0,Pública,@@@,33.73
Elvia César,Lucero, Balsas,0,Pública,Otros,21.99
Mario Griego,Molina,Catarama,0,Pública,Vivienda,138.53
Ingrid María,Ramírez,###,0,Pública,Otros,∞∞∞
Cornelio Briseño,Miramontes, Santa Ana,DAMAGED,Privada,Otros,129.23
,,,,,,
Haroldo Villalba,Ferrándiz, Rocafuerte,0,Pública,Otros,41.47
,,,,,,
Horacio Ana,Ojeda,,@@@,Pública,Transporte,206.64
Thiago Ezequiel Moreno,Campos, Quevedo,0,Pública,Ocio y personales,37.62
Dominga Valenciano,Abella, Quevedo,1,Privada,Educación,61.22
INVALID,Sosa,@@@,0,Pública,Educación,25.63
Ana Andrea,García,El Triunfo,1,Privada,Alimentación,134.36
Emperatriz,Moles,Caluma,1,Privada,Alimentación,146.93
Salma Alcala,Carreón, Camilo Ponce Enríquez,0,Pública,Otros,25.32
Gilberto Bernabé,Acosta, Samborondón,0,Pública,Vivienda,80.62
María,Rojas,Sangolquí,0,Pública,,15.1
Dante Simon,Suarez,Atuntaqui,1,Privada,Alimentación,108.62
@@@,,,,,,
941668,Cardozo,Simón Bolívar,$$$,Privada,Otros,93.8
Milagros Amparo Hierro,Aguiló, Flavio Alfaro,$$$,∞∞∞,Vivienda,101.35
,,∞∞∞,,,,
Juana Ortiz,Ortiz,INVALID,0,Pública,Transporte,76.05
Fabián Hoyos,Mesa, Machala,1,Privada,Otros,80.46
$$$,Salamanca,Montecristi,1,Privada,Ocio y personales,XXX
María Sánchez,Jiménez, General Villamil,1,Privada,Otros,41.01
BROKEN,Villamizar,Salinas,0,Privada,Vivienda,@@@
Bautista Isabel Herrera,Sosa, La Joya de los Sachas,0,Pública,Otros,35.51
Elias,Zamudio,Jaramijó,1,Privada,Vivienda,232.63
Dr. Alicia,Aragón,,0,Pública,Educación,23.0
Rufina Escobar,León, Coronel Marcelino Maridueña,{ERR},Pública,Educación,60.21
Luis,Fuentes, Paute,0,Pública,Vivienda,127.42
Marina,<NULL>, San Gabriel,0,Pública,Otros,13.2
,,,,,,
Mireia Cayetana Tormo,Hoz,Ibarra,0,###CORRUPT###,Otros,25.35
Santiago,<NULL>,Arenillas,0,Pública,∞∞∞,41.73
Jorge Niño,Franco, Pelileo,0,Pública,Educación,17.77
Isabella Joaquina,Moyano,Pasaje,0,Pública,Vivienda,47.41
Glauco Cid,Vicente,Guaranda,0,Pública,Transporte,34.12
María Ana,Vanegas, Baños de Agua Santa,0,Pública,Educación,14.41
Amparo Castro,Gallego,,0,Pública,Vivienda,140.62
Ignacio Mansilla,Duarte,###CORRUPT###,@@@,Pública,Educación,26.95
Juan Carlos,Varela, Paute,0,###CORRUPT###,Ocio y personales,90.27
Catalina,Gutierrez, El Pangui,0,Pública,Transporte,27.35
Guillermina Mia Jazmin,Olivera, Cotacachi,0,Pública,Transporte,{ERR}
Dr. Rodolfo,, Mocache,0,Pública,Alimentación,221.24
BROKEN,Blanco, San Miguel de Salcedo,<NULL>,Privada,,124.8
Sr(a). Judith,Limón, Celica,0,###CORRUPT###,∞∞∞,16.84
Guillermo Francisca,Mascareñas, Bahía de Caráquez,1,Privada,Vivienda,164.81
Diego Herrera,Valderrama,Naranjal,$$$,Pública,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,79.19
Irene Montañez,Zambrano, Pedro Vicente Maldonado,0,Pública,BROKEN,71.69
Karen Salazar,Rentería, Vinces,0,Pública,Vivienda,BROKEN
508992,Molina, Chambo,0,Pública,[BAD],9.42
Ceferino,Barragán-Coll,Manta,0,{ERR},Otros,53.61
Alexandra Amparo,Rojas, Echeandía,0,Pública,Vivienda,148.48
Rodolfo,, Nueva Loja,###CORRUPT###,Pública,Otros,27.3
Carmen Feliciano,Zepeda, Cariamanga,0,Pública,Alimentación,26.69
###CORRUPT###,Rodriguez, Puerto López,0,Pública,{ERR},97.91
Santiago Benjamin Julia Perez,Sanchez,Azogues,[BAD],Pública,Alimentación,87.47
,Rodríguez, Paute,0,Pública,Educación,31.34
Mirian Teresa,Mendoza, Huaca,0,Pública,Otros,30.44
Mia Morena Juan Gabriel Gomez,Flores,@@@,DAMAGED,DAMAGED,Transporte,23.92
Susana Zavala,Amaya, Pimampiro,1,Privada,Educación,117.26
Ruth,González,[BAD],0,Pública,Ocio y personales,27.89
Andrés Hernando,Caicedo, Tosagua,∞∞∞,@@@,Vivienda,165.01
Sr(a). Franco,Alvarez,Catacocha,0,Pública,Ocio y personales,VAL4013
Jordán Ballester,783541, El Tambo,0,<NULL>,Vivienda,192.11
Dr(a). Julieta,DAMAGED, Chambo,0,Pública,Educación,11.21
Mia Jazmin Valentin,BROKEN, Santa Isabel,0,Pública,Transporte,<NULL>
Stella Aleida González,Velasco,Babahoyo,0,,Otros,39.48
Eliana Morcillo,Lluch, San Miguel de Los Bancos,0,969326,###,48.64
Yeimy Correa,Ángel, Calceta,1,Privada,<script>,0.0
Vicente Ayala,Godoy,La Concordia,0,Pública,Otros,19.52
,,BROKEN,,<NULL>,,0.0
Daniel Sergio,Mora,Simón Bolívar,0,Pública,Alimentación,49.22
Luisa Diana López,Ruiz, Cariamanga,VAL7020,Pública,Vivienda,101.1
Sandalio Rius,Alcázar, Celica,DAMAGED,Privada,Transporte,###CORRUPT###
Calixto Lluch,Solana,Azogues,0,Pública,Transporte,24.6
Luz Rosa,Patiño, Cotacachi,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Vivienda,118.41
Jeremias,Sosa, Cotacachi,NO,Pública,Transporte,74.57
Clara Adame,Murillo, Santa Isabel,0,Pública,Ocio y personales,37.58
Fabio Montesinos,Lamas,Quinsaloma,0,Pública,BROKEN,62.05
BROKEN,Enríquez, Pedro Vicente Maldonado,0,Pública,BROKEN,27.49
Pablo,Perez-Narváez,,NO,Pública,Transporte,174.2
Sr(a). Catalina,Rodriguez,BROKEN,1,Privada,Ocio y personales,130.76
Joaquín,Zelaya, Shushufindi,0,Pública,Transporte,130.83
Ale del,Casal,Macas,0,Pública,Otros,23.48
Roberta Serafina España,Laguna, Chambo,[BAD],Pública,Ocio y personales,92.66
Isabella,Rojas, Lomas de Sargentillo,0,Pública,Vivienda,18.33
Olivia Nava,,Babahoyo,0,Pública,Educación,23.13
,Ruiz, Atacames,0,Pública,Educación,9.59
Sergio Molina,Tijerina, Valencia,0,Pública,Ocio y personales,29.25
Dr(a). Julieta,Toledo, Chambo,###CORRUPT###,Pública,Vivienda,INVALID
Geronimo Isabella Rios,Pereyra,{ERR},0,Pública,Vivienda,88.72
Luz Janneth Gonzáles,Castillo,Zamora,0,BROKEN,Ocio y personales,BROKEN
Ing. Dulce,Ceballos, Biblián,0,Pública,Ninguno,43.2
Inmaculada Alonso,Revilla, Portoviejo,0,Pública,Vivienda,69.72
Antonio Morena,Alvarez,Arenillas,0,Privada,Alimentación,###CORRUPT###
Dr. Carolina,Cano, Shushufindi,0,Pública,Ocio y personales,20.15
Cristina Vásquez,Obando, Cariamanga,0,±§¶,Alimentación,66.92
Angélica Gabriela,Posada, Muisne,0,Pública,Transporte,62.35
Javier,Sánchez, San Miguel de Los Bancos,0,Pública,@@@,53.54
Conrado Lago,Cobo, Pelileo,DAMAGED,Pública,Vivienda,86.02
Sonia,Cordero, Flavio Alfaro,1,Privada,Ninguno,107.51
Encarnacion,Valle, Santo Domingo,1,ERR!!,INVALID,77.87
Óliver Luis Manuel,Santana, Coronel Marcelino Maridueña,{ERR},Privada,Educación,111.29
Fabio Montesinos,Lamas,Quinsaloma,0,Pública,Educación,66.63
{ERR},Peralta, El Coca,0,Pública,Ocio y personales,29.0
,Acevedo,Manta,0,Pública,Transporte,27.54
Alejandro,Restrepo, Santa Lucía,0,Pública,Educación,13.54
Thiago Leonel Lola Diaz,Romero, Narcisa de Jesús,$$$,Pública,Alimentación,161.25
Stella,Ortiz, Macará,0,$$$,Educación,71.77
Lic. Amanda,Magaña, Tabacundo,@@@,Pública,Otros,72.38
Juan García,###CORRUPT###,La Concordia,0,Pública,Otros,18.28
Liliana Rivera,Fernández, Macará,0,Pública,Educación,19.46
Julián Ardila,Guzmán, Coronel Marcelino Maridueña,0,Pública,Ocio y personales,16.4
Wendolin,Chapa,###CORRUPT###,0,Pública,Otros,17.79
Ricardo,Pelayo,Machachi,0,Privada,Vivienda,@@@
Raimundo de,±§¶,Cayambe,0,Privada,Alimentación,140.86
Armando Horacio Berríos,Segura,Saquisilí,0,Pública,Educación,7.74
Danilo Chacón,Ávila, Riobamba,0,Pública,Ninguno,59.41
Oswaldo,Blanco,<NULL>,0,Pública,Transporte,22.99
América Tenorio,Cabeza,San Lorenzo,0,Pública,Educación,44.07
Calista Sarmiento,Belmonte,,1,Privada,Alimentación,168.54
Lic. Aurora,Arreola, Balsas,0,∞∞∞,Otros,31.82
María Eugenia,Botello, Jama,0,Pública,Educación,39.22
Juan Pablo del,Falcó, San Gabriel,0,Pública,Alimentación,60.16
Georgina Celia,Anaya, Chambo,0,Privada,Transporte,-500.0
Esteban Elkin Domínguez,González, Muisne,0,Privada,Otros,31.12
Francisco,Muñoz,@@@,0,910838,Vivienda,59.45
Amor Carranza,Coloma,Babahoyo,NO,Privada,Ocio y personales,128.17
Juan Cruz Victoria Rodriguez,Diaz,Jaramijó,0,Pública,Transporte,47.43
Jhon Lozano,Amaya, Chambo,0,Pública,Educación,20.42
DAMAGED,Holguín,[BAD],1,Privada,Alimentación,187.15
Dr. Miguel,Torres,Bucay,0,Pública,Ocio y personales,16.89
$$$,Ramirez,Atuntaqui,NO,Privada,Educación,14.13
Jose Ignacio Maza,###, Urcuquí,BROKEN,Privada,Alimentación,###CORRUPT###
[BAD],,<script>,0,DAMAGED,Otros,25.01
María Luisa Leiva,Soria, Huaca,0,Pública,Transporte,47.93
,,,,,,
Iván Lucero,Vanegas,<UNK>,0,Pública,∞∞∞,39.44
Alexander Diego,Vanegas, Portovelo,0,Pública,Otros,20.44
Elizabeth Londoño,Alzate,∞∞∞,###CORRUPT###,Privada,Vivienda,240.7
Alexander Pereyra,Rodriguez,Zamora,0,Pública,Ninguno,34.8
Mirian Teresa,Mendoza, Huaca,0,Pública,<NULL>,ERR
Gisela Coloma,Roma, Tabacundo,{ERR},Pública,Transporte,40.61
Miguela Abril,Clavero, Riobamba,0,Pública,Vivienda,206.91
Clara Gimenez,Godoy,{ERR},0,Pública,Transporte,$$$
Mercedes Rosero,Hernández,$$$,0,Pública,Otros,47.63
###CORRUPT###,, La Troncal,0,Pública,Educación,45.15
Felix Terrón,Cabeza,Babahoyo,INVALID,Pública,Otros,20.03
Guillermina,Sanchez, San Miguel de Salcedo,DAMAGED,Privada,Educación,56.44
Juliana María,, Alausí,0,Pública,<NULL>,63.68
Lourdes,Rendón, Muisne,0,Pública,Educación,52.04
,,,,,,
,,,,,,
Estela Adriana,Farías, San Miguel de Salcedo,0,Pública,Ocio y personales,92.34
Juan Ignacio,, Naranjito,0,Pública,Vivienda,32.99
Catalina Juana Gomez,Rivero, Quevedo,0,Privada,Transporte,33.78
,,<UNK>,,,∞∞∞,###CORRUPT###
Esteban Juan,Giraldo,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,Pública,Alimentación,43.88
Elisabet Ariño,Carrión, Guayaquil,0,Privada,INVALID,BROKEN
Fito Quero,Campos, Shushufindi,0,Pública,Transporte,60.64
Gisela,Toro, Balsas,0,Pública,Otros,26.3
156077,Córdoba,{ERR},1,Privada,Vivienda,116.13
Luisa Diana López,Ruiz, Cariamanga,0,Pública,Otros,6.97
@@@,Ferreyra, Balsas,0,Pública,Transporte,32.88
Ana Paula Martin Sosa,Peralta, El Carmen,0,Pública,Transporte,29.67
,Rentería, Loreto,0,Pública,Alimentación,INVALID
Tiziano,Vazquez,Manta,0,Privada,Alimentación,81.58
Maribel Prieto,Tormo,Saquisilí,0,Pública,Transporte,18.02
Abilio Cruz,Ramírez, Isidro Ayora,0,Pública,Ocio y personales,43.27
Daniel Vega,<NULL>,,0,Privada,Vivienda,142.08
Jesús Vera,Molano, Palora,0,Pública,Vivienda,117.21
Dr(a). Lautaro,Olivera, San Miguel,INVALID,Privada,Ninguno,126.89
Anderson,<NULL>,Zamora,0,Pública,Transporte,39.56
BROKEN,Mata,Zaruma,0,{ERR},∞∞∞,65.7
Lucia Gutierrez,Castro, La Troncal,0,Pública,,@@@
Maximiliano del,Morata, Calceta,0,Pública,Transporte,23.72
,,,,,,[BAD]
Dr(a). Isabella,Cardozo, Jipijapa,0,Pública,Alimentación,37.45
Bianca,Rodriguez,±§¶,0,Privada,Ocio y personales,112.28
Héctor Rincón,López, Catamayo,VAL4338,Privada,Educación,28.29
Jeremias Martina Flores,Diaz, Santa Lucía,0,Pública,Transporte,26.26
,$$$,,BROKEN,,,
Benicio,, Milagro,0,Pública,Vivienda,62.65
Benigno,Ramis-Acedo,Simón Bolívar,0,Pública,Transporte,62.73
<script>,Verdugo,San Lorenzo,0,Pública,Ocio y personales,35.28
Amanda Rosalia,@@@, Cumandá,1,Privada,Educación,39.58
,Briseño,Pasaje,0,Pública,Otros,22.07
Inocencio Gibert,Cañizares, Santa Rosa,0,[BAD],Vivienda,142.47
,Cifuentes, Tabacundo,0,Pública,Vivienda,72.57
Guillermina,Sanchez, San Miguel de Salcedo,1,Privada,Ocio y personales,93.49
@@@,Luna, San Miguel de Los Bancos,0,Pública,Vivienda,115.03
###,{ERR},<UNK>,0,Pública,Transporte,30.6
Gloria Madrigal,Linares, Isidro Ayora,1,Privada,Ocio y personales,60.67
Diana Isabel Ruiz,Mendoza, Urcuquí,0,Pública,Transporte,###CORRUPT###
Ian Benjamin Martín,Arias, San Miguel,<NULL>,Pública,Transporte,87.82
Melisa Manzanares,Sanjuan,###,0,Pública,Transporte,BROKEN
Griselda Zapata,Medina,Puebloviejo,0,Pública,Ocio y personales,45.6
Guadalupe Cordoba,Navarro, Alausí,0,Pública,Ocio y personales,39.91
Yeny Mariela,Sarmiento, Coronel Marcelino Maridueña,0,$$$,Transporte,42.67
Benito Gloria,Barrios,Salitre,0,Privada,Transporte,114.53
Nelly Marisela,Ybarra,Baba,0,Pública,Transporte,57.99
Claudio José María,Vanegas, Valdez,0,Pública,Otros,28.93
Poncio del,Moreno,Bucay,0,Pública,Transporte,35.09
,,<NULL>,,,,@@@
Jacobo Santillán,∞∞∞,<UNK>,1,Privada,Alimentación,108.04
Virginia Luisa,Serna, Guano,BAD,Pública,Vivienda,54.11
Karla Serafín,Badillo, Naranjito,0,Pública,Otros,19.61
,,,,,###CORRUPT###,
DAMAGED,Fiol, Gualaceo,99999.0,Pública,Vivienda,71.54
Raquel Lorena,Montañez, Portovelo,0,Pública,Educación,32.48
Jerónimo Campo,Canet,Catarama,0,120975,@@@,22.75
Sr(a). Thiago,BROKEN,,0,Pública,Ocio y personales,21.63
Esteban Pomares,Guardia,[BAD],0,Pública,Otros,22.98
Federico Santiago de Anda,Miramontes, Píllaro,[BAD],Privada,,
Fernando Humberto Beltrán,Camacho,INVALID,0,[BAD],Ocio y personales,67.86
Miriam,Blanco, Balsas,0,Pública,Ocio y personales,22.22
ERR!!,Ricart, Pedro Carbo,0,Pública,Transporte,27.22
,,,,,,0.0
DAMAGED,Diaz, Shushufindi,0,Pública,Ocio y personales,51.91
Minerva Camilo Melgar,Niño, Paján,NO,Pública,Vivienda,56.94
Raimundo Máximo González,INVALID, Coronel Marcelino Maridueña,0,Pública,Educación,33.6
,$$$,<UNK>,1,Privada,Transporte,78.41
Cayetana Nebot,$$$, Bahía de Caráquez,0,Pública,Alimentación,75.89
Alejandro Luis Rincón,###CORRUPT###, Biblián,0,Pública,Educación,22.58
Dr(a). Francisca,Ponce,,0,Pública,Transporte,31.48
Dr. Abril,Chacón,Ventanas,0,Pública,Vivienda,68.97
Elisabet Ariño,Carrión, Guayaquil,0,Privada,Ocio y personales,16.76
Alma Simon Sosa,Fernandez, Durán,0,Pública,@@@,34.76
Esmeralda Delgadillo,INVALID,Ventanas,0,Pública,Transporte,34.0
###CORRUPT###,Vera, El Coca,0,Pública,Otros,13.26
Claudia Luis Manuel Páez,<NULL>, Cañar,0,Pública,Vivienda,72.3
William Rincón,Saavedra, Guayaquil,0,Privada,Educación,21.18
Remedios,Vallejo,###CORRUPT###,1,Privada,Alimentación,157.6
Luis,Arjona-Díez, Chordeleg,0,Pública,Alimentación,99999.0
María Manuela Real,Rebollo, Montalvo,0,Pública,Vivienda,66.35
Antonia,INVALID, Cotacachi,0,{ERR},Otros,27.98
Ciriaco Dani Nieto,Uriarte,Saquisilí,0,Pública,Otros,36.21
Paloma Abascal,Vega, Guano,0,Privada,Vivienda,174.02
Hugo Víctor,Vergara,Ibarra,∞∞∞,Pública,Educación,28.2
Dante,Perez,El Ángel,0,Privada,Transporte,44.12
Ariel Zapata,Calleja,,0,Pública,Vivienda,BROKEN
Violeta Romero,Martinez,$$$,0,Pública,Educación,27.63
Aida Pilar Caballero,@@@, Baños de Agua Santa,0,Pública,Otros,34.98
Ing. Mario,Iglesias, Balzar,0,BROKEN,Educación,29.41
Erasmo,$$$,BROKEN,0,∞∞∞,Vivienda,205.84
Beatriz Giraldo,Fajardo, Huaquillas,1,Privada,Ocio y personales,132.29
Renata,Rodriguez,San Lorenzo,0,Pública,Ocio y personales,@@@
Bryan Antonio Velásquez,Campo, Guayaquil,0,Privada,Otros,112.8
Maximo Nuñez,Vera,Cayambe,0,Privada,Otros,15.66
Marisol Yolanda Acuña,Cuellar, Macará,∞∞∞,Pública,Vivienda,154.91
,,,,,,
,,,,,,
,,,,,,
Raquel Lorena,Montañez, Portovelo,0,Pública,Otros,45.94
María,Martínez, Colimes,0,Pública,Otros,ERR
,$$$,,,,,
Lic. Jorge Luis,Fonseca,Latacunga,0,Pública,Ocio y personales,32.01
Steven Uribe,Benítez,<UNK>,NO,Pública,DAMAGED,###CORRUPT###
Vasco Lobato,Cañas, San Miguel,INVALID,Privada,Ocio y personales,1000000000000.0
Dr(a). Martina,Vera, La Troncal,,Pública,Ninguno,121.1
Bautista Ledesma,Cardozo,Tena,0,Pública,Vivienda,213.77
Enzo Martinez,Rojas,{ERR},0,Pública,Educación,
Quirino Alberto,Castell,Bucay,NO,Pública,Transporte,$$$
Eliseo Aguilar,Arnaiz,Otavalo,0,Pública,Ocio y personales,44.4
,,,,,,BROKEN
Lorenzo Gael Ferreyra,Luna, Shushufindi,0,Pública,Transporte,43.91
Adela Amanda Pi,Franch, Bahía de Caráquez,1,Privada,Vivienda,207.47
Antonella Manuel Ojeda,Campos,Saquisilí,0,Pública,Transporte,VAL1666
María Cristina Serafín Roldán,Serrato,,0,Privada,Alimentación,66.09
Dr(a). Tiziano,Figueroa, Valdez,0,Pública,Otros,23.67
,,,,,,
José Luis,Duarte,@@@,0,Pública,Educación,23.92
Joaquín,Zelaya, Shushufindi,0,Pública,Ocio y personales,133.52
Mariano Jaimes,Mireles,###CORRUPT###,1,Privada,Transporte,89.86
Darío Araceli Segovia,Carrera, Machala,0,Pública,Otros,###CORRUPT###
@@@,Alfaro,Sucúa,1,Privada,Alimentación,205.81
Mario,Angulo,Arenillas,0,Pública,Transporte,36.85
[BAD],Covarrubias, Durán,1,Privada,Ocio y personales,
Celestino Menendez,Murillo, Muisne,BROKEN,Pública,Transporte,34.65
Sr(a). Milagros,Mansilla, Milagro,0,Pública,Ocio y personales,85.04
,,,,,,
Sr(a). Santino,Lopez, Coronel Marcelino Maridueña,∞∞∞,Privada,Educación,47.32
[BAD],Lucero,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0,Pública,Alimentación,59.89
Feliciana Seco,Duque, Santa Ana,0,Pública,Vivienda,83.64
José,González,Atuntaqui,0,Pública,$$$,90.18
Humberto Omar,Orjuela, Riobamba,0,Pública,Otros,36.33
Joaquin,Miranda,Pasaje,DAMAGED,Pública,Vivienda,###CORRUPT###
Maria Paz Guadalupe Gomez,Correa, Naranjito,1,Privada,Educación,48.08
$$$,Nájera, Velasco Ibarra,0,Pública,Vivienda,107.03
Leydi Liliana,Aguirre, Píllaro,0,Pública,Ocio y personales,{ERR}
[BAD],Cerdá,Arenillas,0,Pública,Transporte,96.43
Manu Girón,Piña,Cayambe,0,Pública,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,50.37
[BAD],García,Ventanas,0,Pública,Transporte,69.15
Sr(a). Omar,Altamirano, El Coca,1,Privada,Alimentación,255.91
{ERR},Herrero, Tulcán,0,BROKEN,Transporte,49.87
Adelardo,Rebollo-Carreño,El Triunfo,1,Privada,Ocio y personales,61.53
Ana Paula Martin Sosa,Peralta, El Carmen,0,Pública,Educación,22.56
Eduardo,Sánchez, Bahía de Caráquez,0,Pública,,46.86
@@@,Otero, Biblián,0,∞∞∞,Transporte,49.64
